creator_assigned_number,creator_gender,most_uploaded_genre,creator_signup_country,total_play_count,total_play_count_male,total_play_count_female,total_play_count_custom_gender,total_play_count_null_gender,plays_by_males_BR,pct_plays_by_males_BR,plays_by_females_BR,pct_plays_by_females_BR,plays_by_custom_gender_BR,pct_plays_by_custom_gender_BR,plays_by_null_gender_BR,pct_plays_by_null_gender_BR,total_play_count_BR,plays_by_males_DE,pct_plays_by_males_DE,plays_by_females_DE,pct_plays_by_females_DE,plays_by_custom_gender_DE,pct_plays_by_custom_gender_DE,plays_by_null_gender_DE,pct_plays_by_null_gender_DE,total_play_count_DE,plays_by_males_EG,pct_plays_by_males_EG,plays_by_females_EG,pct_plays_by_females_EG,plays_by_custom_gender_EG,pct_plays_by_custom_gender_EG,plays_by_null_gender_EG,pct_plays_by_null_gender_EG,total_play_count_EG,plays_by_males_GB,pct_plays_by_males_GB,plays_by_females_GB,pct_plays_by_females_GB,plays_by_custom_gender_GB,pct_plays_by_custom_gender_GB,plays_by_null_gender_GB,pct_plays_by_null_gender_GB,total_play_count_GB,plays_by_males_US,pct_plays_by_males_US,plays_by_females_US,pct_plays_by_females_US,plays_by_custom_gender_US,pct_plays_by_custom_gender_US,plays_by_null_gender_US,pct_plays_by_null_gender_US,total_play_count_US,plays_by_males_VN,pct_plays_by_males_VN,plays_by_females_VN,pct_plays_by_females_VN,plays_by_custom_gender_VN,pct_plays_by_custom_gender_VN,plays_by_null_gender_VN,pct_plays_by_null_gender_VN,total_play_count_VN
9028,male,3,BR,149,65,79,1,4,0,,0,,0,,0,,0,7,58.33,5,41.67,0,0.0,0,0.0,12,0,,0,,0,,0,,0,28,34.15,54,65.85,0,0.0,0,0.0,82,29,53.7,20,37.04,1,1.85,4,7.41,54,1,100.0,0,0.0,0,0.0,0,0.0,1
9031,,3,US,1595,1029,391,68,107,0,,0,,0,,0,,0,56,58.33,29,30.21,8,8.33,3,3.13,96,1,100.0,0,0.0,0,0.0,0,0.0,1,380,68.84,144,26.09,15,2.72,13,2.36,552,592,62.58,218,23.04,45,4.76,91,9.62,946,0,,0,,0,,0,,0
9036,custom,3,US,2291,1467,563,160,101,1,100.0,0,0.0,0,0.0,0,0.0,1,118,58.42,69,34.16,6,2.97,9,4.46,202,0,,0,,0,,0,,0,479,68.72,167,23.96,34,4.88,17,2.44,697,869,62.47,327,23.51,120,8.63,75,5.39,1391,0,,0,,0,,0,,0
9040,male,3,DE,164,96,50,1,17,0,,0,,0,,0,,0,38,58.46,26,40.0,1,1.54,0,0.0,65,0,,0,,0,,0,,0,27,67.5,10,25.0,0,0.0,3,7.5,40,31,52.54,14,23.73,0,0.0,14,23.73,59,0,,0,,0,,0,,0
9043,male,3,GB,428,245,160,14,9,0,,0,,0,,0,,0,110,58.51,67,35.64,11,5.85,0,0.0,188,0,,0,,0,,0,,0,39,50.65,36,46.75,0,0.0,2,2.6,77,96,58.9,57,34.97,3,1.84,7,4.29,163,0,,0,,0,,0,,0
9074,,3,US,230,134,68,9,19,0,,0,,0,,0,,0,27,58.7,16,34.78,0,0.0,3,6.52,46,0,0.0,3,100.0,0,0.0,0,0.0,3,28,49.12,24,42.11,1,1.75,4,7.02,57,79,63.71,25,20.16,8,6.45,12,9.68,124,0,,0,,0,,0,,0
9076,,3,US,1542,553,779,20,190,1,50.0,0,0.0,0,0.0,1,50.0,2,27,58.7,15,32.61,0,0.0,4,8.7,46,0,,0,,0,,0,,0,130,46.43,114,40.71,2,0.71,34,12.14,280,395,32.54,650,53.54,18,1.48,151,12.44,1214,0,,0,,0,,0,,0
9092,female,3,US,172,26,117,7,22,0,,0,,0,,0,,0,10,58.82,7,41.18,0,0.0,0,0.0,17,0,,0,,0,,0,,0,3,4.0,67,89.33,1,1.33,4,5.33,75,13,16.25,43,53.75,6,7.5,18,22.5,80,0,,0,,0,,0,,0
9094,,3,US,372,179,148,18,27,0,,0,,0,,0,,0,20,58.82,13,38.24,1,2.94,0,0.0,34,0,,0,,0,,0,,0,66,75.0,15,17.05,2,2.27,5,5.68,88,93,37.2,120,48.0,15,6.0,22,8.8,250,0,,0,,0,,0,,0
9115,female,3,US,1240,817,272,89,62,1,50.0,1,50.0,0,0.0,0,0.0,2,70,58.82,37,31.09,12,10.08,0,0.0,119,0,,0,,0,,0,,0,116,64.09,46,25.41,11,6.08,8,4.42,181,628,67.17,187,20.0,66,7.06,54,5.78,935,2,66.67,1,33.33,0,0.0,0,0.0,3
9117,female,3,US,277,155,85,20,17,0,,0,,0,,0,,0,20,58.82,9,26.47,4,11.76,1,2.94,34,0,,0,,0,,0,,0,27,54.0,20,40.0,2,4.0,1,2.0,50,107,55.73,56,29.17,14,7.29,15,7.81,192,1,100.0,0,0.0,0,0.0,0,0.0,1
9123,,3,US,1227,382,557,128,160,0,,0,,0,,0,,0,40,58.82,22,32.35,3,4.41,3,4.41,68,0,,0,,0,,0,,0,33,17.37,120,63.16,19,10.0,18,9.47,190,309,31.89,415,42.83,106,10.94,139,14.34,969,0,,0,,0,,0,,0
9126,male,3,GB,146,83,39,15,9,0,,0,,0,,0,,0,10,58.82,5,29.41,0,0.0,2,11.76,17,0,,0,,0,,0,,0,35,67.31,14,26.92,0,0.0,3,5.77,52,38,49.35,20,25.97,15,19.48,4,5.19,77,0,,0,,0,,0,,0
9138,male,3,US,360,198,134,12,16,0,,0,,0,,0,,0,89,58.94,55,36.42,6,3.97,1,0.66,151,0,,0,,0,,0,,0,36,52.17,28,40.58,2,2.9,3,4.35,69,69,50.74,51,37.5,4,2.94,12,8.82,136,4,100.0,0,0.0,0,0.0,0,0.0,4
9142,,3,US,339,213,91,22,13,1,100.0,0,0.0,0,0.0,0,0.0,1,92,58.97,47,30.13,16,10.26,1,0.64,156,0,,0,,0,,0,,0,35,62.5,15,26.79,2,3.57,4,7.14,56,85,67.46,29,23.02,4,3.17,8,6.35,126,0,,0,,0,,0,,0
9144,male,3,US,682,388,117,15,162,1,100.0,0,0.0,0,0.0,0,0.0,1,23,58.97,6,15.38,2,5.13,8,20.51,39,0,,0,,0,,0,,0,60,64.52,21,22.58,4,4.3,8,8.6,93,304,55.37,90,16.39,9,1.64,146,26.59,549,0,,0,,0,,0,,0
9162,female,3,US,327,202,110,8,7,0,,0,,0,,0,,0,26,59.09,18,40.91,0,0.0,0,0.0,44,0,0.0,0,0.0,0,0.0,1,100.0,1,70,66.04,33,31.13,1,0.94,2,1.89,106,104,60.47,58,33.72,6,3.49,4,2.33,172,2,50.0,1,25.0,1,25.0,0,0.0,4
9163,male,3,DE,237,143,70,14,10,0,,0,,0,,0,,0,13,59.09,6,27.27,3,13.64,0,0.0,22,0,,0,,0,,0,,0,34,61.82,17,30.91,1,1.82,3,5.45,55,95,60.9,44,28.21,10,6.41,7,4.49,156,1,25.0,3,75.0,0,0.0,0,0.0,4
9167,female,3,GB,172,108,48,10,6,0,,0,,0,,0,,0,13,59.09,4,18.18,5,22.73,0,0.0,22,0,,0,,0,,0,,0,43,69.35,19,30.65,0,0.0,0,0.0,62,52,59.09,25,28.41,5,5.68,6,6.82,88,0,,0,,0,,0,,0
9184,male,3,US,1491,1265,82,33,111,0,,0,,0,,0,,0,13,59.09,9,40.91,0,0.0,0,0.0,22,0,,0,,0,,0,,0,85,91.4,5,5.38,1,1.08,2,2.15,93,1167,84.81,68,4.94,32,2.33,109,7.92,1376,0,,0,,0,,0,,0
9188,custom,3,US,425,121,89,201,14,0,,0,,0,,0,,0,13,59.09,9,40.91,0,0.0,0,0.0,22,0,,0,,0,,0,,0,26,37.68,33,47.83,8,11.59,2,2.9,69,82,24.55,47,14.07,193,57.78,12,3.59,334,0,,0,,0,,0,,0
9199,male,3,US,557,266,218,31,42,0,0.0,3,100.0,0,0.0,0,0.0,3,29,59.18,18,36.73,1,2.04,1,2.04,49,4,100.0,0,0.0,0,0.0,0,0.0,4,47,54.65,31,36.05,2,2.33,6,6.98,86,186,44.82,166,40.0,28,6.75,35,8.43,415,0,,0,,0,,0,,0
9200,,3,US,353,201,118,10,24,0,,0,,0,,0,,0,87,59.18,47,31.97,6,4.08,7,4.76,147,0,,0,,0,,0,,0,90,54.55,62,37.58,3,1.82,10,6.06,165,24,58.54,9,21.95,1,2.44,7,17.07,41,0,,0,,0,,0,,0
9208,male,3,US,368,176,149,12,31,0,,0,,0,,0,,0,16,59.26,9,33.33,0,0.0,2,7.41,27,0,,0,,0,,0,,0,66,52.8,41,32.8,6,4.8,12,9.6,125,94,43.93,97,45.33,6,2.8,17,7.94,214,0,0.0,2,100.0,0,0.0,0,0.0,2
9209,,3,GB,244,134,81,3,26,0,,0,,0,,0,,0,16,59.26,8,29.63,0,0.0,3,11.11,27,0,0.0,2,100.0,0,0.0,0,0.0,2,56,58.95,30,31.58,1,1.05,8,8.42,95,62,51.67,41,34.17,2,1.67,15,12.5,120,0,,0,,0,,0,,0
9249,custom,3,US,111,69,27,4,11,0,,0,,0,,0,,0,22,59.46,8,21.62,3,8.11,4,10.81,37,0,,0,,0,,0,,0,35,63.64,15,27.27,0,0.0,5,9.09,55,12,63.16,4,21.05,1,5.26,2,10.53,19,0,,0,,0,,0,,0
9262,,3,GB,1234,710,430,36,58,2,100.0,0,0.0,0,0.0,0,0.0,2,31,59.62,19,36.54,2,3.85,0,0.0,52,1,50.0,0,0.0,0,0.0,1,50.0,2,235,54.52,175,40.6,11,2.55,10,2.32,431,439,58.93,236,31.68,23,3.09,47,6.31,745,2,100.0,0,0.0,0,0.0,0,0.0,2
9270,female,3,US,2117,1118,494,232,273,2,100.0,0,0.0,0,0.0,0,0.0,2,65,59.63,22,20.18,17,15.6,5,4.59,109,0,0.0,0,0.0,0,0.0,1,100.0,1,214,57.99,72,19.51,26,7.05,57,15.45,369,837,51.16,400,24.45,189,11.55,210,12.84,1636,0,,0,,0,,0,,0
9273,,3,GB,376,236,116,10,14,2,100.0,0,0.0,0,0.0,0,0.0,2,105,59.66,65,36.93,3,1.7,3,1.7,176,0,,0,,0,,0,,0,52,80.0,11,16.92,2,3.08,0,0.0,65,77,57.89,40,30.08,5,3.76,11,8.27,133,0,,0,,0,,0,,0
9289,,3,US,3076,2130,567,100,279,0,,0,,0,,0,,0,164,59.85,82,29.93,11,4.01,17,6.2,274,0,,0,,0,,0,,0,417,69.5,153,25.5,9,1.5,21,3.5,600,1549,70.38,331,15.04,80,3.63,241,10.95,2201,0,0.0,1,100.0,0,0.0,0,0.0,1
9290,male,3,GB,1333,824,451,25,33,3,37.5,5,62.5,0,0.0,0,0.0,8,398,59.85,241,36.24,12,1.8,14,2.11,665,0,,0,,0,,0,,0,140,78.21,39,21.79,0,0.0,0,0.0,179,283,58.84,166,34.51,13,2.7,19,3.95,481,0,,0,,0,,0,,0
9294,male,3,US,11477,6051,3526,110,1790,0,,0,,0,,0,,0,100,59.88,33,19.76,1,0.6,33,19.76,167,0,,0,,0,,0,,0,839,59.67,478,34.0,18,1.28,71,5.05,1406,5110,51.61,3015,30.45,91,0.92,1686,17.03,9902,2,100.0,0,0.0,0,0.0,0,0.0,2
9301,,3,US,412,259,132,11,10,0,,0,,0,,0,,0,127,59.91,77,36.32,7,3.3,1,0.47,212,0,,0,,0,,0,,0,29,60.42,17,35.42,1,2.08,1,2.08,48,103,67.76,38,25.0,3,1.97,8,5.26,152,0,,0,,0,,0,,0
9328,female,3,US,714,288,376,2,48,0,,0,,0,,0,,0,3,60.0,2,40.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,250,43.03,302,51.98,0,0.0,29,4.99,581,35,27.34,72,56.25,2,1.56,19,14.84,128,0,,0,,0,,0,,0
9343,male,3,US,388,206,107,2,73,0,,0,,0,,0,,0,21,60.0,9,25.71,0,0.0,5,14.29,35,0,,0,,0,,0,,0,33,38.37,44,51.16,0,0.0,9,10.47,86,152,56.93,54,20.22,2,0.75,59,22.1,267,0,,0,,0,,0,,0
9364,,3,GB,526,320,70,41,95,0,,0,,0,,0,,0,3,60.0,0,0.0,0,0.0,2,40.0,5,0,,0,,0,,0,,0,31,57.41,1,1.85,3,5.56,19,35.19,54,286,61.24,69,14.78,38,8.14,74,15.85,467,0,,0,,0,,0,,0
9368,male,3,US,343,191,67,56,29,1,100.0,0,0.0,0,0.0,0,0.0,1,3,60.0,1,20.0,1,20.0,0,0.0,5,0,,0,,0,,0,,0,25,49.02,12,23.53,9,17.65,5,9.8,51,162,56.64,54,18.88,46,16.08,24,8.39,286,0,,0,,0,,0,,0
9383,male,3,GB,375,195,151,10,19,0,,0,,0,,0,,0,15,60.0,9,36.0,1,4.0,0,0.0,25,0,,0,,0,,0,,0,33,27.97,80,67.8,1,0.85,4,3.39,118,146,63.2,62,26.84,8,3.46,15,6.49,231,1,100.0,0,0.0,0,0.0,0,0.0,1
9387,custom,3,US,305,176,96,9,24,0,,0,,0,,0,,0,6,60.0,4,40.0,0,0.0,0,0.0,10,0,,0,,0,,0,,0,28,41.18,21,30.88,2,2.94,17,25.0,68,142,62.56,71,31.28,7,3.08,7,3.08,227,0,,0,,0,,0,,0
9396,female,3,US,163,72,71,8,12,0,,0,,0,,0,,0,12,60.0,2,10.0,2,10.0,4,20.0,20,0,,0,,0,,0,,0,22,44.0,26,52.0,1,2.0,1,2.0,50,38,40.86,43,46.24,5,5.38,7,7.53,93,0,,0,,0,,0,,0
9398,,3,US,1234,527,571,15,121,0,,0,,0,,0,,0,3,60.0,1,20.0,0,0.0,1,20.0,5,0,,0,,0,,0,,0,107,42.63,121,48.21,3,1.2,20,7.97,251,417,42.64,449,45.91,12,1.23,100,10.22,978,0,,0,,0,,0,,0
9416,male,3,US,347,129,179,9,30,1,100.0,0,0.0,0,0.0,0,0.0,1,6,60.0,4,40.0,0,0.0,0,0.0,10,0,,0,,0,,0,,0,10,18.87,34,64.15,0,0.0,9,16.98,53,112,39.58,141,49.82,9,3.18,21,7.42,283,0,,0,,0,,0,,0
9429,,3,US,351,205,87,36,23,0,,0,,0,,0,,0,24,60.0,13,32.5,2,5.0,1,2.5,40,0,,0,,0,,0,,0,49,66.22,21,28.38,4,5.41,0,0.0,74,132,55.7,53,22.36,30,12.66,22,9.28,237,0,,0,,0,,0,,0
9433,female,3,US,319,114,127,1,77,0,,0,,0,,0,,0,6,60.0,3,30.0,0,0.0,1,10.0,10,0,0.0,1,100.0,0,0.0,0,0.0,1,16,31.37,32,62.75,0,0.0,3,5.88,51,92,36.08,89,34.9,1,0.39,73,28.63,255,0,0.0,2,100.0,0,0.0,0,0.0,2
9443,male,3,GB,113,76,6,2,29,1,100.0,0,0.0,0,0.0,0,0.0,1,3,60.0,1,20.0,1,20.0,0,0.0,5,0,,0,,0,,0,,0,59,88.06,2,2.99,0,0.0,6,8.96,67,13,32.5,3,7.5,1,2.5,23,57.5,40,0,,0,,0,,0,,0
9468,female,3,US,501,209,175,25,92,0,,0,,0,,0,,0,3,60.0,2,40.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,15,23.81,34,53.97,1,1.59,13,20.63,63,191,44.11,139,32.1,24,5.54,79,18.24,433,0,,0,,0,,0,,0
9470,,3,DE,268,167,71,0,30,0,,0,,0,,0,,0,3,60.0,2,40.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,160,64.0,64,25.6,0,0.0,26,10.4,250,4,30.77,5,38.46,0,0.0,4,30.77,13,0,,0,,0,,0,,0
9479,male,3,US,417,241,142,10,24,0,,0,,0,,0,,0,3,60.0,2,40.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,30,38.46,35,44.87,1,1.28,12,15.38,78,208,62.28,105,31.44,9,2.69,12,3.59,334,0,,0,,0,,0,,0
9519,,3,US,239,85,134,4,16,0,,0,,0,,0,,0,3,60.0,1,20.0,0,0.0,1,20.0,5,0,,0,,0,,0,,0,19,46.34,17,41.46,2,4.88,3,7.32,41,63,32.64,116,60.1,2,1.04,12,6.22,193,0,,0,,0,,0,,0
9525,male,3,US,720,363,271,4,82,0,,0,,0,,0,,0,9,60.0,6,40.0,0,0.0,0,0.0,15,0,,0,,0,,0,,0,96,54.55,62,35.23,2,1.14,16,9.09,176,258,48.77,203,38.37,2,0.38,66,12.48,529,0,,0,,0,,0,,0
9556,female,3,GB,1177,731,339,32,75,0,,0,,0,,0,,0,112,60.22,58,31.18,12,6.45,4,2.15,186,1,100.0,0,0.0,0,0.0,0,0.0,1,307,70.41,112,25.69,3,0.69,14,3.21,436,309,55.98,169,30.62,17,3.08,57,10.33,552,2,100.0,0,0.0,0,0.0,0,0.0,2
9566,,3,GB,2674,1800,554,67,253,1,100.0,0,0.0,0,0.0,0,0.0,1,97,60.25,56,34.78,3,1.86,5,3.11,161,0,0.0,1,100.0,0,0.0,0,0.0,1,492,69.99,172,24.47,11,1.56,28,3.98,703,1210,66.92,325,17.98,53,2.93,220,12.17,1808,0,,0,,0,,0,,0
9571,female,3,GB,733,376,297,22,38,0,0.0,1,100.0,0,0.0,0,0.0,1,44,60.27,25,34.25,3,4.11,1,1.37,73,0,,0,,0,,0,,0,109,51.42,97,45.75,5,2.36,1,0.47,212,223,50.0,173,38.79,14,3.14,36,8.07,446,0,0.0,1,100.0,0,0.0,0,0.0,1
9581,,3,VN,2219,1467,548,78,126,0,,0,,0,,0,,0,256,60.38,111,26.18,31,7.31,26,6.13,424,7,87.5,1,12.5,0,0.0,0,0.0,8,464,63.3,221,30.15,23,3.14,25,3.41,733,740,70.21,215,20.4,24,2.28,75,7.12,1054,0,,0,,0,,0,,0
9586,male,3,DE,942,497,386,36,23,79,58.09,54,39.71,1,0.74,2,1.47,136,58,60.42,32,33.33,5,5.21,1,1.04,96,68,40.96,84,50.6,5,3.01,9,5.42,166,56,51.85,50,46.3,0,0.0,2,1.85,108,191,57.01,124,37.01,16,4.78,4,1.19,335,45,44.55,42,41.58,9,8.91,5,4.95,101
9591,,3,US,7736,4259,1865,969,643,0,,0,,0,,0,,0,110,60.44,41,22.53,20,10.99,11,6.04,182,0,,0,,0,,0,,0,233,44.38,209,39.81,63,12.0,20,3.81,525,3916,55.74,1614,22.97,886,12.61,610,8.68,7026,0,0.0,1,33.33,0,0.0,2,66.67,3
9609,female,3,US,739,474,165,45,55,2,100.0,0,0.0,0,0.0,0,0.0,2,46,60.53,15,19.74,15,19.74,0,0.0,76,0,,0,,0,,0,,0,93,65.96,41,29.08,4,2.84,3,2.13,141,333,64.04,109,20.96,26,5.0,52,10.0,520,0,,0,,0,,0,,0
9613,male,3,GB,505,310,174,13,8,0,,0,,0,,0,,0,146,60.58,88,36.51,6,2.49,1,0.41,241,0,,0,,0,,0,,0,43,48.31,37,41.57,4,4.49,5,5.62,89,121,69.14,49,28.0,3,1.71,2,1.14,175,0,,0,,0,,0,,0
9614,,3,US,17254,10283,4999,618,1354,2,66.67,1,33.33,0,0.0,0,0.0,3,898,60.59,429,28.95,53,3.58,102,6.88,1482,4,66.67,2,33.33,0,0.0,0,0.0,6,2984,63.71,1442,30.79,87,1.86,171,3.65,4684,6389,57.72,3123,28.21,478,4.32,1079,9.75,11069,6,60.0,2,20.0,0,0.0,2,20.0,10
9616,male,3,DE,116,78,25,6,7,0,,0,,0,,0,,0,20,60.61,4,12.12,5,15.15,4,12.12,33,1,100.0,0,0.0,0,0.0,0,0.0,1,23,58.97,14,35.9,0,0.0,2,5.13,39,34,79.07,7,16.28,1,2.33,1,2.33,43,0,,0,,0,,0,,0
9628,female,3,US,2456,1444,431,293,288,0,,0,,0,,0,,0,117,60.62,27,13.99,48,24.87,1,0.52,193,0,,0,,0,,0,,0,251,69.92,82,22.84,14,3.9,12,3.34,359,1075,56.49,322,16.92,231,12.14,275,14.45,1903,1,100.0,0,0.0,0,0.0,0,0.0,1
9635,,3,GB,2329,1454,619,53,203,0,,0,,0,,0,,0,54,60.67,23,25.84,5,5.62,7,7.87,89,0,0.0,1,100.0,0,0.0,0,0.0,1,647,62.15,324,31.12,11,1.06,59,5.67,1041,753,62.85,271,22.62,37,3.09,137,11.44,1198,0,,0,,0,,0,,0
9673,male,3,US,3223,2225,706,111,181,3,100.0,0,0.0,0,0.0,0,0.0,3,149,60.82,80,32.65,8,3.27,8,3.27,245,2,66.67,0,0.0,0,0.0,1,33.33,3,581,63.36,270,29.44,37,4.03,29,3.16,917,1488,72.48,356,17.34,66,3.21,143,6.97,2053,2,100.0,0,0.0,0,0.0,0,0.0,2
9674,,3,US,2649,1678,694,59,218,0,,0,,0,,0,,0,104,60.82,59,34.5,1,0.58,7,4.09,171,0,,0,,0,,0,,0,397,65.73,178,29.47,8,1.32,21,3.48,604,1177,62.81,457,24.39,50,2.67,190,10.14,1874,0,,0,,0,,0,,0
9675,,3,US,1598,1054,411,49,84,0,,0,,0,,0,,0,177,60.82,89,30.58,18,6.19,7,2.41,291,1,100.0,0,0.0,0,0.0,0,0.0,1,380,64.63,170,28.91,13,2.21,25,4.25,588,496,69.37,149,20.84,18,2.52,52,7.27,715,0,0.0,3,100.0,0,0.0,0,0.0,3
9692,male,3,US,190,117,55,1,17,1,100.0,0,0.0,0,0.0,0,0.0,1,14,60.87,9,39.13,0,0.0,0,0.0,23,1,100.0,0,0.0,0,0.0,0,0.0,1,43,62.32,17,24.64,0,0.0,9,13.04,69,58,62.37,26,27.96,1,1.08,8,8.6,93,0,0.0,3,100.0,0,0.0,0,0.0,3
9711,,3,GB,520,319,162,27,12,0,,0,,0,,0,,0,161,60.98,87,32.95,16,6.06,0,0.0,264,0,,0,,0,,0,,0,63,56.25,36,32.14,11,9.82,2,1.79,112,95,65.97,39,27.08,0,0.0,10,6.94,144,0,,0,,0,,0,,0
9735,custom,3,US,182,43,121,11,7,0,,0,,0,,0,,0,11,61.11,6,33.33,1,5.56,0,0.0,18,0,,0,,0,,0,,0,12,21.05,41,71.93,0,0.0,4,7.02,57,20,18.69,74,69.16,10,9.35,3,2.8,107,0,,0,,0,,0,,0
9738,female,3,EG,156,71,75,0,10,0,,0,,0,,0,,0,22,61.11,14,38.89,0,0.0,0,0.0,36,3,60.0,2,40.0,0,0.0,0,0.0,5,22,36.67,34,56.67,0,0.0,4,6.67,60,24,43.64,25,45.45,0,0.0,6,10.91,55,0,,0,,0,,0,,0
9747,male,3,BR,200,146,23,1,30,0,,0,,0,,0,,0,11,61.11,4,22.22,0,0.0,3,16.67,18,0,,0,,0,,0,,0,29,74.36,5,12.82,1,2.56,4,10.26,39,106,74.13,14,9.79,0,0.0,23,16.08,143,0,,0,,0,,0,,0
9749,female,3,US,337,156,121,37,23,0,,0,,0,,0,,0,11,61.11,7,38.89,0,0.0,0,0.0,18,0,,0,,0,,0,,0,36,42.86,39,46.43,7,8.33,2,2.38,84,109,46.38,75,31.91,30,12.77,21,8.94,235,0,,0,,0,,0,,0
9767,,3,US,4751,3103,850,266,532,0,,0,,0,,0,,0,52,61.18,21,24.71,7,8.24,5,5.88,85,0,,0,,0,,0,,0,405,71.18,92,16.17,29,5.1,43,7.56,569,2646,64.58,737,17.99,230,5.61,484,11.81,4097,0,,0,,0,,0,,0
9816,female,3,DE,301,190,89,13,9,0,,0,,0,,0,,0,97,61.39,51,32.28,8,5.06,2,1.27,158,0,,0,,0,,0,,0,31,60.78,17,33.33,1,1.96,2,3.92,51,62,67.39,21,22.83,4,4.35,5,5.43,92,0,,0,,0,,0,,0
9829,male,3,US,806,267,336,88,115,0,,0,,0,,0,,0,59,61.46,33,34.38,3,3.13,1,1.04,96,0,,0,,0,,0,,0,53,39.85,64,48.12,10,7.52,6,4.51,133,155,26.86,239,41.42,75,13.0,108,18.72,577,0,,0,,0,,0,,0
9865,female,3,US,605,267,250,19,69,0,,0,,0,,0,,0,8,61.54,3,23.08,0,0.0,2,15.38,13,0,,0,,0,,0,,0,21,31.82,39,59.09,1,1.52,5,7.58,66,238,45.25,208,39.54,18,3.42,62,11.79,526,0,,0,,0,,0,,0
9879,male,3,GB,124,65,41,14,4,0,,0,,0,,0,,0,8,61.54,4,30.77,1,7.69,0,0.0,13,0,,0,,0,,0,,0,18,45.0,19,47.5,3,7.5,0,0.0,40,39,54.93,18,25.35,10,14.08,4,5.63,71,0,,0,,0,,0,,0
9891,female,3,GB,438,168,163,59,48,0,,0,,0,,0,,0,8,61.54,3,23.08,2,15.38,0,0.0,13,0,,0,,0,,0,,0,20,25.64,42,53.85,3,3.85,13,16.67,78,140,40.35,118,34.01,54,15.56,35,10.09,347,0,,0,,0,,0,,0
9906,male,3,DE,267,168,88,8,3,0,,0,,0,,0,,0,61,61.62,31,31.31,7,7.07,0,0.0,99,0,,0,,0,,0,,0,33,63.46,17,32.69,0,0.0,2,3.85,52,74,63.79,40,34.48,1,0.86,1,0.86,116,0,,0,,0,,0,,0
9912,male,3,GB,355,177,164,2,12,0,,0,,0,,0,,0,90,61.64,55,37.67,0,0.0,1,0.68,146,0,,0,,0,,0,,0,31,43.06,36,50.0,0,0.0,5,6.94,72,56,40.88,73,53.28,2,1.46,6,4.38,137,0,,0,,0,,0,,0
9932,custom,3,US,313,223,64,9,17,0,,0,,0,,0,,0,21,61.76,4,11.76,4,11.76,5,14.71,34,0,,0,,0,,0,,0,42,70.0,14,23.33,0,0.0,4,6.67,60,160,73.06,46,21.0,5,2.28,8,3.65,219,0,,0,,0,,0,,0
9935,male,3,EG,1236,612,279,303,42,0,,0,,0,,0,,0,63,61.76,34,33.33,2,1.96,3,2.94,102,0,0.0,2,50.0,0,0.0,2,50.0,4,193,33.1,96,16.47,284,48.71,10,1.72,583,352,64.83,147,27.07,17,3.13,27,4.97,543,4,100.0,0,0.0,0,0.0,0,0.0,4
9950,male,3,US,325,163,78,17,67,0,,0,,0,,0,,0,34,61.82,17,30.91,1,1.82,3,5.45,55,0,,0,,0,,0,,0,55,67.07,17,20.73,4,4.88,6,7.32,82,74,39.36,44,23.4,12,6.38,58,30.85,188,0,,0,,0,,0,,0
9957,male,3,BR,204,123,50,15,16,0,,0,,0,,0,,0,13,61.9,8,38.1,0,0.0,0,0.0,21,0,,0,,0,,0,,0,41,82.0,5,10.0,0,0.0,4,8.0,50,69,51.88,37,27.82,15,11.28,12,9.02,133,0,,0,,0,,0,,0
9962,,3,US,1525,983,357,37,148,0,,0,,0,,0,,0,26,61.9,13,30.95,1,2.38,2,4.76,42,0,,0,,0,,0,,0,59,74.68,14,17.72,2,2.53,4,5.06,79,898,63.96,330,23.5,34,2.42,142,10.11,1404,0,,0,,0,,0,,0
9970,female,3,US,436,216,150,26,44,0,,0,,0,,0,,0,26,61.9,15,35.71,0,0.0,1,2.38,42,2,100.0,0,0.0,0,0.0,0,0.0,2,53,46.09,45,39.13,2,1.74,15,13.04,115,135,49.27,88,32.12,23,8.39,28,10.22,274,0,0.0,2,66.67,1,33.33,0,0.0,3
10016,male,3,US,316,147,132,20,17,0,,0,,0,,0,,0,23,62.16,11,29.73,3,8.11,0,0.0,37,0,,0,,0,,0,,0,17,40.48,22,52.38,0,0.0,3,7.14,42,97,42.73,99,43.61,17,7.49,14,6.17,227,10,100.0,0,0.0,0,0.0,0,0.0,10
10017,male,3,GB,746,448,225,25,48,2,100.0,0,0.0,0,0.0,0,0.0,2,92,62.16,45,30.41,8,5.41,3,2.03,148,0,0.0,1,100.0,0,0.0,0,0.0,1,213,63.02,104,30.77,5,1.48,16,4.73,338,140,54.69,75,29.3,12,4.69,29,11.33,256,1,100.0,0,0.0,0,0.0,0,0.0,1
10019,male,3,GB,124,60,46,13,5,0,,0,,0,,0,,0,23,62.16,7,18.92,6,16.22,1,2.7,37,0,,0,,0,,0,,0,17,41.46,18,43.9,4,9.76,2,4.88,41,20,43.48,21,45.65,3,6.52,2,4.35,46,0,,0,,0,,0,,0
